name,latitude,longitude
Mendez Crossing East,14.10018,120.92372
Buck Estate,14.08957,120.84941
Mendez Crossing West,14.09742,120.91342
Asisan,14.09547,120.90584
Maharlika West,14.09143,120.93584
Upli,14.08707,120.86256
Luksuhin Ilaya,14.09376,120.87473
Neogan,14.0888,120.89988
Sambong,14.08681,120.92097
Luksuhin,14.0851,120.87759
Amuyong,14.07511,120.84621
Molino Seis,14.41319,120.98508
Aguada,6.67009,121.97889
Balatanay,6.66391,121.91624
Baluno,6.71374,122.02859
Begang,6.69474,122.01571
Binuangan,6.70472,122.00069
Busay,6.72575,122.01189
Cabunbata,6.64367,121.97779
Calvario,6.63904,122.02325
Carbon,6.7168,121.97722
Diki,6.70831,121.96849
Carnaza,11.51314,124.1012
Hagdan,11.34316,123.89997
Logon,11.33708,124.11521
Kinatarkan,11.32539,123.89514
Langub,11.2998,123.89055
Maya,11.30884,124.06733
Tarong,11.29523,123.73034
Mancilang,11.29026,123.74098
Talangnan,11.28474,123.72906
Maya,11.27412,124.0578
Tugas,11.28021,123.73788
Malbago,11.2806,123.74761
Tapilon,11.27405,124.03533
Maalat,11.27224,123.72565
Kaongkod,11.27,123.74908
Aguho,11.26411,124.0091
Lanao,11.25838,124.03261
Bunakan,11.26401,123.72316
Tabagak,11.25574,123.72474
Kangwayan,11.25959,123.72166
Talisay,11.24737,124.05805
Pajo,11.24128,124.01636
Tominjao,11.2355,124.03526
Bitoon,11.23363,124.00536
Malingin,11.2207,124.01715
Patao,11.21696,123.70076
Dalingding,11.20363,124.00078
Tamiao,11.21595,123.75671
Bagay,11.20522,124.02885
Hilantagaan,11.20142,123.8233
Baod,11.20543,123.71154
Kangkaibe,11.19486,123.74841
Guiwanon,11.19408,123.7138
Tinubdan,11.18455,124.00724
Dalingding Sur,11.18391,123.98511
Gibitngil,11.18469,123.92384
Calape,11.18211,124.02661
Mahawak,11.17843,123.95641
Malbago,11.16718,124.02877
Binaobao,11.1722,123.72633
Antipolo,11.16311,123.96349
Caputatan Norte,11.15409,123.98605
Talisay,11.16072,123.79848
Suba,11.16448,123.72521
Suba,11.16298,123.7111
Daanlungsod,11.14762,123.96249
Pooc,11.14725,123.78828
Hilotongan,11.14465,123.64546
Sulangan,11.14137,123.73395
Caputatan Sur,11.12902,123.98946
Lamintak Norte,11.1135,123.97334
Canhabagat,11.11021,123.99641
Lamintak Norte,11.10548,123.97525
Don Virgilio Gonzales,11.10112,123.99422
Punta,11.0991,123.93932
Botigues,11.09681,123.67143
Dayhagon,11.0901,123.98423
Doong,11.08089,123.64855
Polambato,11.06808,123.99024
Luyongbaybay,11.07063,123.64216
Gairan,11.05409,124.02055
Nailon,11.05236,124.03156
Taytayan,11.04825,123.99487
Sambag,11.05766,124.0099
Santo Rosario,11.05674,124.00764
Lipayran,11.05025,123.62894
La Purisima Concepcion,11.0525,124.00364
Lourdes,11.05552,124.00852
Sudlonon,11.05472,124.01073
Carbon,11.05486,124.00674
Pandan,11.05086,124.01384
Sudlonon,11.054,124.00808
Bungtod,11.05362,124.00669
Bungtod,11.04566,124.00926
Cogon,11.04429,124.00336
Bancasan,11.03646,123.92236
Siocon,11.03571,124.03469
Malingin,11.02922,123.98798
Sambag,10.96533,124.00773
Tapul,10.95824,124.03013
Pio,10.9471,124.02627
Maslog,10.93994,124.02512
Villahermosa,10.86439,123.89439
Tigbawan,10.85872,123.92046
Bongoyan,10.85256,124.00894
Sagay,10.85302,123.99227
Laaw,10.8335,123.99713
Upper Poblacion,10.80661,124.55595
Lower Poblacion,10.80169,124.56419
Villahermosa,10.79034,124.5517
Dapdap,10.77323,124.52221
San Juan,10.77772,124.54879
Montserrat,10.76088,124.53715
Moabog,10.74089,124.526
Ibabao,10.74438,123.99796
Cawit,10.73211,124.50597
Flores,10.72166,124.01518
Tinabyonan,10.70947,123.98636
Sonog,10.69887,124.33885
Bactas,10.69262,123.99419
Cabunga-an,10.68803,124.34296
Cagcagan,10.68914,124.4419
Catmondaan,10.68168,124.01106
Adela,10.67199,124.43814
Mercedes,10.66363,124.41114
Cabungaan,10.6663,123.98778
Santa Rita,10.67056,124.42795
Campo,10.64997,124.34559
Pagsa,10.65364,124.42977
Northern Poblacion,10.65517,124.37444
Western Poblacion,10.64149,124.36948
Teguis,10.64336,124.40731
Consuelo,10.63294,124.31406
Montealegre,10.62872,124.34144
Western Poblacion,10.63307,124.40937
Tubigagmanok,10.61855,123.75626
Himensulan,10.6052,124.2875
Santiago,10.60001,124.30575
Unidos,10.61035,124.33341
Bog-o,10.60777,123.77161
Agtugop,10.60516,123.79244
Baring,10.59537,124.01542
Cogon East,10.59375,124.02715
Langub,10.58751,123.7477
Cogon West,10.58956,124.02216
Looc Norte,10.57829,123.74396
Lawaan,10.57431,123.95248
Sibacan,10.56325,123.95519
Mantija,10.56329,123.96368
Masaba,10.55892,123.977
Dawis Sur,10.56069,124.04039
Nangka,10.55515,123.96577
Guinsay,10.55668,124.0357
Dawis Sur,10.55573,124.04155
Malapoc,10.53745,124.01104
Guinacot,10.53182,124.00174
Hingatmonan,10.52026,123.77779
Cogon-Cruz,10.5294,124.01424
Singsing,10.52333,123.74411
Vito,10.5026,123.76836
Prenza,10.50493,123.73659
Baliwagan,10.5092,123.71849
Cambuhawe,10.49835,123.72996
Aliwanay,10.50172,123.71792
Cansomoroy,10.47687,123.75901
Cantibas,10.46058,123.73608
Malubog,10.40123,123.88236
Budla-an,10.38513,123.89997
Dumlog,10.39035,123.64722
Daanglungsod,10.38237,123.63812
Busay,10.36742,123.89443
General Climaco,10.36694,123.69869
Sangi,10.37653,123.6452
Canlumampao,10.36634,123.66257
Kalunasan,10.35557,123.88033
Luray Dos,10.37028,123.65077
Sapangdaku,10.35403,123.86156
Ibo,10.36142,123.62828
Cambang-ug,10.35397,123.67809
Ibabao-Estancia,10.33881,123.95293
Buhisan,10.32392,123.85747
Alang-alang,10.33658,123.95833
Guadalupe,10.32315,123.88213
Mantuyong,10.3346,123.94898
Cambaro,10.33125,123.95638
Opao,10.33056,123.96616
Luz,10.32509,123.91425
Camputhaw,10.32127,123.90489
Capitol Site,10.31809,123.89965
Hippodromo,10.31933,123.91084
Carreta,10.31437,123.91531
Zapatera,10.3125,123.90833
Tisa,10.305,123.87254
Cogon Ramos,10.31304,123.90521
Day-as,10.31099,123.91223
Sambag Uno,10.30802,123.89699
Calamba,10.30288,123.89182
T. Padilla,10.3057,123.91177
Lorega,10.30575,123.90875
Sambag Dos,10.30288,123.89824
Labangon,10.29886,123.88698
Kalubihan,10.30092,123.90602
Pari-an,10.3012,123.91044
Kamagayan,10.29865,123.90473
Ermita,10.29476,123.90459
San Nicolas Central,10.29538,123.89377
Duljo,10.29057,123.88893
Mambaling,10.28731,123.88462
Sawang Calero,10.29186,123.89462
Basak San Nicolas,10.28316,123.87805
Pandacan,10.2824,123.59475
Pahina San Nicolas,10.29892,123.90142
Pahina Central,10.29791,123.89841
Molobolo,10.69096,123.79806
Basak Pardo,10.27625,123.87388
Lutac,10.24618,123.72562
Dumlog,10.23717,123.84613
Mainit,10.20644,123.73807
Tinaan,10.19699,123.74977
Poblacion North,10.15962,123.71278
Paril,10.15624,123.54214
Giloctog,10.14812,123.52328
Cagay,10.13895,123.53707
Candugay,10.13778,123.50814
Patupat,10.13223,123.52334
Liburon,10.12829,123.65024
Kalubihan,10.12678,123.54439
San Rafael,10.13149,123.50881
Japitan,10.12685,123.50101
Azucena,10.12423,123.51651
Guibuangan,10.11609,123.48873
Santa Ana,10.11995,123.5102
Bolocboloc,10.11834,123.52587
Maghanoy,10.11158,123.50396
Nabunturan,10.1066,123.49737
Sayaw,10.10748,123.48676
Campangga,10.10732,123.52429
Tuyom,10.09579,123.67
Gunting,10.09877,123.51833
Maigang,10.09589,123.50047
Lupo,10.09778,123.49031
Luhod,10.08407,123.5234
Panlaan,10.06153,123.45866
Tapon,10.05706,123.44664
Poblacion Looc,10.05581,123.4319
Poblacion Sima,10.05443,123.43438
Manlapay,10.04639,123.49024
Matalao,10.0433,123.47696
Kolabtingon,10.03586,123.4679
Pawa,10.03356,123.48241
Lamak,10.02939,123.48926
Libo,10.02852,123.56502
Lamacan,10.02157,123.59884
Manatad,10.01564,123.56328
Bahay,10.00328,123.61471
Magcagong,10.0035,123.59864
Mabasa,9.9314,123.58203
Bulasa,9.93514,123.61381
Basdiot,9.93959,123.38422
Binlod,9.92318,123.60787
Tabayag,9.91306,123.57269
Zaragosa,9.88537,123.38353
Tiguib,9.87802,123.54497
Jomgao,9.8832,123.56812
Lamacan,9.88185,123.5859
Bug-ot,9.87417,123.56831
Tulic,9.87094,123.58615
Lambug,9.86093,123.38005
Lapay,9.86395,123.56717
Dobdob,9.86025,123.40664
Banhigan,9.85492,123.38875
Bogo,9.86057,123.57906
Talaga,9.85272,123.55768
Basak,9.83775,123.40816
Malabago,9.83305,123.37966
Alawijao,9.82462,123.40434
Ginablan,9.82353,123.37621
Lanao,9.80245,123.50146
Banhigan,9.80048,123.52781
Coro,9.79136,123.52545
Sacsac,9.78152,123.50313
Mananggal,9.78525,123.52078
Tapun,9.77447,123.5251
Sorsogon,9.66094,123.35386
Barangay Uno,9.65896,123.33619
Cagsing,9.57931,123.33877
Lagunde,9.53574,123.43129
Basak,9.52085,123.34012
Tangbo,9.51013,123.31494
San Agustin,11.25107,123.74611
Kodia,11.24521,123.71577
Atop-atop,11.22984,123.7514
Kampingganon,11.22875,123.73125
Kabac,11.22993,123.71228
Paypay,11.2176,123.99003
Kabangbang,11.20287,123.73107
Putian,11.21522,123.71755
Bakhawan,11.20512,123.97904
Sillon,11.2003,123.76855
Kawit,11.18959,123.96635
Maharuhay,11.18733,123.97793
Baigad,11.1865,123.76943
Balidbid,11.17773,123.77907
Mojon,11.17429,123.7548
Panugnawan,11.16526,124.00408
Okoy,11.16752,123.78843
Bantigue,11.16615,123.73636
Maricaban,11.15588,123.77233
Sungko,11.15314,123.73809
Obo-ob,11.15606,123.75405
Bateria,11.15157,124.03102
Curva,11.14396,124.00954
Tindog,11.13048,124.01733
Don Virgilio Gonzales,11.0978,123.97195
Hagnaya,11.09198,123.94562
Argawanon,11.07603,123.95641
Don Pedro Rodriguez,11.07236,123.97007
Lawis,11.05902,123.95482
Cayang,11.0495,123.97731
Mano,11.05227,123.93494
Kayam,11.04572,123.95244
To-ong,11.03459,123.95589
Dapdap,11.03506,123.93811
Dakit,11.02433,124.00419
Banban,11.02213,123.97953
Batad,11.02239,123.96255
Anapog,11.02373,123.92514
Marangog,11.02083,124.03257
Tambongon,11.01605,123.93627
Guadalupe,11.00363,124.01493
Lambusan,11.00692,123.94648
Odlot,11.00154,124.03588
Gawaygaway,10.99609,123.96108
Anonang Norte,11.00792,123.97885
La Paz,11.00164,123.99338
Anonang Sur,10.99681,123.97571
Tacup,10.98787,123.94416
Binabag,10.98278,123.97491
Mabuli,10.96309,123.98691
Somosa,10.9835,124.00925
Salag,10.98361,124.04033
Libjo,10.95388,123.97196
Camoboan,10.96812,124.03673
Canagahan,10.96001,123.95533
Busogon,10.96037,123.93774
Manlagtang,10.95895,123.9981
Combado,10.95873,124.01511
Kal-anan,10.94829,124.01403
Kinawahan,10.94101,123.93132
Sab-a,10.93372,123.96093
Loong,10.9391,124.00206
Libaong,10.93281,123.94661
Alang-alang,10.93185,124.02341
Ilihan,10.92422,123.99719
Caduawan,10.92092,123.97829
Victoria,10.925,123.91976
Daantabogon,10.92323,124.027
Canaocanao,10.90572,124.00588
Calambua,10.91514,123.95288
Muabog,10.90271,124.04214
Taba-ao,10.90485,124.0226
Luyang,10.90526,123.91767
Bagtic,10.90152,123.94611
Managase,10.89852,123.98676
Ilihan,10.89978,123.977
San Miguel,10.89851,123.96388
Maravilla,10.88363,123.89952
Tagnucan,10.88477,124.03698
Kantubaon,10.87845,123.92798
Don Gregorio Antigua,10.87761,123.98223
Kanluhangon,10.87664,123.95186
Managase,10.87782,124.00365
Cadaruhan,10.85661,124.03384
Bongdo,10.84349,123.96021
Bongdo Gua,10.84418,123.97833
Olivo,10.85034,123.89908
Kanlim-ao,10.8474,123.93891
Tabunok,10.83446,123.88568
Dalid,10.81353,123.9309
Mabunao,10.83072,123.9345
Bili,10.82344,123.97501
Bongon,10.79717,123.91221
Cajel,10.8105,123.97182
Mohon,10.78753,123.96362
Takay,10.78863,123.97655
Lubo,10.78499,123.98421
Kampoot,10.77479,123.90257
Dakit,10.78054,123.99292
Siotes,10.76596,123.93533
Bagakay,10.76235,123.98698
Ampongol,10.76444,123.96717
Bulwang,10.74917,123.93277
Pansoy,10.74271,123.98298
Cabalawan,10.74334,123.96339
Bawo,10.73522,124.00038
Nahus-an,10.71841,123.95225
Tabili,10.72529,123.98368
San Jose Poblacion,10.73042,124.00845
Duyan,10.72617,124.00235
Agsuwao,10.70338,123.96372
Can-ibuang,10.71203,123.99741
Ginabucan,10.6967,123.97976
Anapog,10.68928,123.94693
Kamansi,10.69604,123.9295
Daan Paz,10.69271,124.47454
Puertobelto,10.68143,124.49083
Kan-an,10.6846,123.92422
Secante Bag-o,10.66829,124.48282
Cambangkaya,10.67167,123.96774
Bongyas,10.67201,123.95093
Villahermosa,10.67004,124.50724
Cansabusab,10.66322,124.45506
Panalipan,10.65375,124.01694
Daan Secante,10.65598,124.48966
McArthur,10.65496,124.50732
Amancion,10.65408,123.94843
Santander,10.64743,124.47147
Basak,10.64003,123.98558
Calmante,10.64052,124.49141
Caurasan,10.63278,123.94419
Santa Lucia,10.63809,123.75933
General,10.63269,124.4634
New Bago,10.63113,123.77525
Binongkalan,10.6253,124.02517
Upper Natimao-an,10.6253,123.96194
Northern Poblacion,10.63285,124.47738
Santa Rita,10.62168,123.81575
Lower Natimao-an,10.61973,123.98439
Banban,10.62199,123.8471
Cantukong,10.61184,124.0053
Agbanga,10.60647,123.82203
Baye,10.60543,123.85215
Lanao,10.61036,123.84934
Cantipay,10.60546,124.01983
Sac-on,10.60712,123.9699
Puente,10.60987,124.02789
Cantumog,10.6011,123.99918
Luyang,10.59578,124.03564
Lanipga,10.60019,123.95953
Bayabas,10.59814,123.94239
Ipil,10.58769,123.99938
Bairan,10.59137,123.84291
Magtagobtob,10.58686,123.95958
Danasan,10.58504,123.93616
Manguiao,10.58666,123.78693
Magcalape,10.58712,123.81362
Hagnaya,10.58685,123.98443
Kaluangan,10.57553,123.89609
Tagbubonga,10.57433,123.86564
Pili,10.5824,123.97786
Tag-amakan,10.56859,123.8405
Dawis Norte,10.57715,124.01948
Santican,10.57571,123.97735
Triumfo,10.57345,124.0037
Cambubho,10.55154,123.90904
Ubogon,10.56833,123.807
Cahumayan,10.56362,123.99201
Oguis,10.57242,123.96672
Sacsac,10.56571,123.94435
Dawis Sur,10.56395,124.02026
Dungga,10.56728,123.98094
Owak,10.56087,123.72892
Sandayong Norte,10.56573,124.00282
Dawis Sur,10.56832,124.0293
Langosig,10.54388,123.93432
Dunggoan,10.55519,124.01488
Ginatilan,10.54014,123.86952
Cagat-Lamac,10.5556,124.00395
Liki,10.54941,123.79745
Cabagdalan,10.54592,123.81832
Luca,10.53082,123.83465
Licos,10.54876,123.95876
Santa Rosa,10.54431,123.98255
Binaliw,10.54905,123.99755
Ibo,10.54073,123.97285
Togonon,10.53599,123.94963
Nangka,10.54239,123.72581
Quisol,10.54376,123.99432
Cambanay,10.54417,124.01049
Cantuod,10.52635,123.72707
Cabungahan,10.52744,123.99023
Baliang,10.52721,123.9674
Lamesa,10.5154,123.80524
Cabasiangan,10.50488,123.87134
Tuburan Sur,10.51933,124.01158
Tag-ube,10.51803,123.92862
Manlayag,10.51447,123.98903
Dapdap,10.51845,123.9508
Baliwagan,10.51627,123.71577
Matun-og,10.49973,123.83433
Lupa,10.51235,123.96707
Lusaran,10.50041,123.90067
Cambinocot,10.48925,123.91143
Sandayong Sur,10.49978,124.00819
Basak,10.5028,123.98087
Sabang,10.50387,124.02239
Mulao,10.50473,123.9521
Paril,10.49842,123.93234
Mulao,10.48855,123.95492
Bagalnga,10.49227,123.99299
Panangban,10.49084,123.9759
Buluang,10.48853,124.00592
Mabini,10.48463,123.92859
Tagbao,10.46783,123.86425
Tubigan,10.48123,124.001
Sunog,10.45115,123.813
Magay,10.47939,124.01991
Cambayog,10.47574,123.98889
Canamucan,10.47506,124.01682
Tabla,10.46996,123.95325
Buanoy,10.4567,123.71134
Agsungot,10.46468,123.92275
Lanipga,10.45545,123.94046
Guba,10.45258,123.89917
Adlaon,10.45987,123.88203
Tamiao,10.45384,124.00289
Duangan,10.44834,123.76748
Binaliw,10.44117,123.92199
Tabunan,10.43416,123.83428
Taptap,10.43232,123.86403
Sirao,10.42371,123.89228
Polog,10.42535,123.94881
Pulangbato,10.41437,123.91633
Panoypoy,10.41728,123.9374
Garing,10.41471,123.95495
Sudlon Dos,10.40594,123.81167
Pung-ol-Sibugay,10.39957,123.84554
Pit-os,10.41193,123.92871
Danglag,10.40402,123.96165
Pangamihan,10.38996,123.74677
Bacayan,10.39842,123.92541
Tolotolo,10.39222,123.95384
Sacsac,10.38774,123.94125
Talamban,10.37511,123.91912
Sudlon Uno,10.38084,123.79735
Pulpogan,10.38179,123.96136
Tawason,10.37495,123.93132
Tungkay,10.37652,123.76443
Casili,10.37716,123.9373
Casili,10.37689,123.95113
Tayud,10.36087,123.98995
Nangka,10.36865,123.97198
Sinsin,10.35972,123.80232
Cubacub,10.37074,123.94488
Bagakay,10.36502,123.74879
Jagobiao,10.3659,123.9554
Tugbongan,10.36282,123.96748
Camp Seven,10.33443,123.76669
Canduman,10.3644,123.93433
Putingbato,10.35153,123.72147
Pagsabungan,10.36137,123.94503
Banilad,10.35517,123.9171
Basak,10.35709,123.95436
Labogon,10.35192,123.96312
Pamutan,10.34409,123.84113
Tingub,10.35621,123.94221
Awihao,10.33601,123.62209
Loay,10.34888,123.75122
Cabitoonan,10.34703,123.60786
Biga,10.3405,123.73258
Lahug,10.33943,123.90587
Casuntingan,10.34664,123.93974
Banilad,10.34696,123.92897
Buot-Taup Pardo,10.33686,123.80135
Maguikay,10.34374,123.94645
Apas,10.34475,123.91635
Landahan,10.34181,123.65139
Pakna-an,10.34363,123.96429
Kasambagan,10.33642,123.92064
Umapad,10.33771,123.96579
Mabolo,10.32337,123.92232
Guizo,10.33233,123.94622
Camp Eight,10.317,123.74688
Sagay,10.3175,123.64248
Tajao,10.31541,123.59222
Subangdaku,10.32485,123.93322
To-ong Pardo,10.31187,123.838
Camp Four,10.3114,123.81531
Manipis,10.30714,123.79639
Tanibag,10.30795,123.62296
Camp Eight,10.30184,123.7592
Cantabaco,10.31007,123.73384
Manduang,10.29965,123.78099
Rizal,10.29589,123.61588
Punta Princesa,10.29574,123.86956
Cabiangon,10.29497,123.59293
Quiot Pardo,10.29204,123.86236
Lanas,10.29168,123.73511
Anopog,10.2965,123.64275
Jaclupan,10.2881,123.82162
Kinasang-an Pardo,10.28346,123.86196
Pardo,10.28502,123.8531
Tapul,10.28263,123.80653
Cadulawan,10.27462,123.77497
Bulacao,10.27791,123.84703
Cadulawan,10.2748,123.83926
Guindaruhan,10.26609,123.76872
Buhingtubig,10.28115,123.62497
Cuanos,10.27526,123.79875
Vito,10.27108,123.78999
Butong,10.2763,123.60757
Punod,10.27109,123.63543
Maghaway,10.26941,123.82378
Lamac,10.26157,123.67016
Sibago,10.25382,123.65464
Lut-od,10.26979,123.60775
Lagtang,10.26434,123.83847
Cogon Pardo,10.26616,123.8682
Balirong,10.26179,123.71709
Binabag,10.25997,123.6014
Patag,10.25607,123.70479
Bulacao,10.26171,123.84906
Duangan,10.25702,123.62364
Inayawan,10.25926,123.86424
Lawaan Uno,10.2567,123.82516
Mangoto,10.25095,123.58661
Tagjaguimit,10.24294,123.68306
Pakigne,10.25537,123.81297
Lawaan Tres,10.25692,123.83791
Cantao-an,10.24476,123.76093
Poblacion Ward Three,10.25248,123.80294
Linao,10.25416,123.83452
Tabunoc,10.25459,123.84901
Guimbawian,10.23944,123.64125
Poblacion Ward Four,10.24993,123.79674
Linao,10.25152,123.81712
Tangke,10.24779,123.86757
Sambagon,10.24092,123.60108
Tunghaan,10.24496,123.78718
Lawaan Dos,10.24818,123.84058
Mohon,10.24768,123.83016
Cansojong,10.24448,123.85602
Jaguimit,10.22464,123.70368
Tungkil,10.2433,123.82132
Inayagan,10.23565,123.77684
Calajo-an,10.24216,123.81546
Tutay,10.23588,123.58066
Poblacion Ward One,10.24346,123.8094
Poblacion Ward Two,10.24214,123.80415
Tungkop,10.23694,123.79336
Tulay,10.23888,123.80878
Cabatbatan,10.20958,123.67981
Tuyan,10.22663,123.7655
Sacsac,10.22421,123.59456
Colon,10.2183,123.75932
Opao,10.21771,123.60728
Naalad,10.21208,123.74975
Busay,10.21348,123.63108
Tampa-an,10.20814,123.57241
Kawasan,10.18945,123.55518
Tangub,10.20854,123.61595
Tangke,10.2118,123.75752
Cabungahan,10.20518,123.72313
North Poblacion,10.2104,123.76254
Punay,10.20239,123.599
Bairan,10.19395,123.71845
Bojo,10.20163,123.54291
Olango,10.19253,123.57234
Kandingan,10.19351,123.61086
Inoburan,10.19197,123.73759
Kantabogon,10.19177,123.5362
Magsico,10.18692,123.67779
Balungag,10.17948,123.66359
Calidngan,10.17442,123.64257
Pitalo,10.17814,123.71739
Tananas,10.18187,123.69784
Vito,10.17379,123.54272
Tabionan,10.17666,123.68886
Toyokon,10.1698,123.58005
Liburon,10.16942,123.67611
Saksak,10.17351,123.56742
Hilasgasan,10.16587,123.52952
Zaragosa,10.16007,123.59728
Tinubdan,10.16688,123.70298
Can-asujan,10.14636,123.66651
Tonggo,10.16713,123.68976
Malolos,10.15569,123.56539
Valencia,10.14994,123.62489
Basak,10.15969,123.6805
Balud,10.15378,123.69807
Lantawan,10.15082,123.69157
Tal-ot,10.13963,123.57822
Bugtong Kawayan,10.14065,123.59137
Greenhills,10.14299,123.68912
Cabcaban,10.14047,123.55751
Sangat,10.13703,123.69824
Guadalupe,10.12131,123.6113
Dakit,10.11553,123.55499
Perrelos,10.11681,123.67961
Nasipit,10.11203,123.53631
Bagakay,10.10383,123.5426
Bolinawan,10.09718,123.63074
Minolos,10.0975,123.47783
Ocana,10.08204,123.62212
Mantayupan,10.08657,123.53482
Budbud,10.08559,123.50819
Sayao,10.07179,123.56673
Giwanon,10.08939,123.47192
Kanyuko,10.08279,123.46926
Pancil,10.08202,123.49621
Mangyan,10.07005,123.59722
Balao,10.0723,123.50904
Bitoon,10.07772,123.4585
Tubod-Bitoon,10.07438,123.46698
Kangdampas,10.06806,123.52995
Tangil,10.07036,123.4509
Kanghumaod,10.06735,123.47493
Abugon,10.05992,123.62145
Doldol,10.06159,123.49193
Banlot,10.04357,123.58079
Basak,10.04375,123.53839
Bulak,10.04912,123.50445
Calaboon,10.05079,123.42305
Balaygtiki,10.05123,123.46839
Guimbangco-an,10.04263,123.60144
Paculob,10.04706,123.45125
Liong,10.04796,123.43083
Tubod-Dugoan,10.03738,123.51665
Cagay,10.03772,123.55244
Candaguit,10.04257,123.6185
Camboang,10.03863,123.42135
Sabang,10.03022,123.61648
Lawaan,10.03381,123.43522
Kantangkas,10.0361,123.45758
Kanghalo,10.02931,123.49864
Cansayahon,10.02796,123.41927
Kang-actol,10.02678,123.4625
Masa,10.0174,123.50616
Kanguha,10.02117,123.47418
Canduling,10.01982,123.41586
Dugoan,10.01774,123.52984
Cotcoton,10.02139,123.45424
Papan,10.0162,123.5482
Kabatbatan,10.01548,123.48843
Bullogan,10.016,123.46457
Kabalaasnan,10.00974,123.47781
Langin,10.0038,123.46421
Kambanog,10.00289,123.49855
Cantolaroy,9.99997,123.51449
Bae,9.99671,123.53001
Can-aga,9.99471,123.54962
Vive,9.9893,123.44884
Malalay,9.98935,123.47882
Saavedra,9.97723,123.38348
Apo,9.97068,123.51138
Lindogon,9.97861,123.60113
Colawin,9.97191,123.5392
Simala,9.97488,123.62156
Gutlang,9.9672,123.56389
Salagmaya,9.97256,123.46214
Sumaguan,9.96666,123.58737
Langub,9.96628,123.6146
Capio-an,9.95683,123.59928
Tuble,9.95246,123.38479
Talo-ot,9.95026,123.61497
Mompeller,9.9526,123.53052
Bala,9.95324,123.41966
Anajao,9.94841,123.51136
Lanao,9.95106,123.4361
Mandilikit,9.94745,123.55775
Buguil,9.94214,123.46471
Batadbatad,9.92893,123.45467
Alambijud,9.92891,123.51617
Lengigon,9.93424,123.54106
Ubaub,9.92721,123.55394
Agbalanga,9.91999,123.4458
Tomonoy,9.92851,123.40955
Cansuje,9.90971,123.51448
Balabagon,9.91431,123.41446
Busay,9.90261,123.44763
Calagasan,9.90021,123.49933
Usmad,9.90939,123.55649
Catang,9.89927,123.54558
Bugas,9.89406,123.41972
Balaas,9.88934,123.49095
Manduyong,9.88444,123.41472
Butong,9.87582,123.48974
Santicon,9.88118,123.45659
Malhiao,9.87362,123.41813
Canbantug,9.87265,123.52171
Sohoton,9.86649,123.45546
Manlapay,9.86454,123.47993
Dagatan,9.86234,123.42195
Linut-od,9.86045,123.51326
Conalum,9.85216,123.53427
Tiguib,9.84811,123.44553
Bulak,9.85152,123.49873
Talayong,9.84935,123.41551
Maloray,9.84979,123.47092
Salug,9.84234,123.48099
Patong,9.82508,123.43021
Balisong,9.84289,123.55986
Babayongan,9.83661,123.49987
Tuba,9.83104,123.52844
Ablayan,9.83566,123.465
Calangcang,9.81656,123.39643
Casay,9.82888,123.55173
Dumalan,9.81973,123.48274
Panas,9.81797,123.50979
Malones,9.82135,123.52213
Casay,9.81435,123.54809
Lumbang,9.81723,123.5381
Sanlagan,9.80829,123.38282
Matutinao,9.81596,123.37429
Caleriohan,9.80284,123.44004
Tabon,9.80502,123.45146
Cawayan,9.80991,123.53054
Balhaan,9.81003,123.37023
Obo,9.80288,123.47589
Madridejos,9.78433,123.3612
Sulsugan,9.79981,123.39671
Compostela,9.78096,123.39498
Langkas,9.79375,123.45409
Candiis,9.7905,123.41787
Dugyan,9.78617,123.43355
Caliongan,9.78045,123.47663
Nalhub,9.77943,123.45351
Catolohan,9.76859,123.44417
Jolomaynon,9.76624,123.49791
Pugalo,9.75019,123.45924
Valencia,9.7588,123.39093
Obong,9.7522,123.4822
Pasol,9.73556,123.46271
Balud,9.75677,123.51867
Consolacion,9.75011,123.50981
Guadalupe,9.73735,123.39331
Nug-as,9.70896,123.43671
Montpeller,9.71768,123.37621
Legaspi,9.71892,123.35086
Lepanto,9.71254,123.40757
Atabay,9.70771,123.48479
Montañeza,9.69788,123.3487
Lombo,9.69438,123.37234
Tolosa,9.68332,123.39678
Daan-Lungsod,9.68733,123.4801
Nangka,9.68498,123.4365
El Pardo,9.67408,123.48103
Barangay Dos,9.67531,123.33979
Armeña,9.67392,123.36556
Baclayan,9.66301,123.47754
Salmeron,9.65132,123.3709
Cerdeña,9.65311,123.39341
Arbor,9.64938,123.47937
Upper Becerril,9.63482,123.41883
Mindanao,9.64545,123.34954
Santo Niño,9.64533,123.3331
Lunop,9.62307,123.43719
Mahanlud,9.63383,123.38318
Labrador,9.63179,123.35412
Lower Becerril,9.61681,123.46099
Cansalo-ay,9.60098,123.40036
Anao,9.61438,123.37228
Campisong,9.60624,123.3396
Gawi,9.59156,123.43693
Salamanca,9.59578,123.3562
Cambagte,9.58698,123.3743
Nueva Caceres,9.575,123.42694
Manlum,9.56089,123.38948
Malatbo,9.57488,123.35345
Pungtod,9.57079,123.44745
Mangaco,9.55939,123.35669
Calabawan,9.56248,123.32578
Palanas,9.55597,123.31491
Canorong,9.54986,123.34159
Suba,9.54393,123.32007
Canorong,9.53569,123.35576
Can-ukban,9.53505,123.39731
Cambigong,9.53474,123.33786
Daanlungsod,9.52212,123.39743
Cañang,9.51627,123.38013
Bulangsuran,9.51807,123.35576
